m112,m122,m222,lam1,lam2,lam3,lam4,lam5,mu,yt,gp,g,nvev1,nvev2,nvev3,cbvev1,cbvev2,cbvev3
-10084.183806742643,1014.3148582023637,-22049.722923944617,0.18528869973329365,0.5970861079752621,0.38164401679817594,0.6222021317317536,-0.3530607769220615,246,1.5656235829684537,0.3497,0.652954,30.352008181071287,237.76563639583293,16311500683462925e-29,154.81431512096879,49.39816337785565,293.31679781306667
-20345.422002651005,-463.2596453662811,-60158.02503599837,0.3040371459113586,2.7047382394085973,1.1176487630305392,3.557472954031521,-3.3812609789207984,246,1.7103314410746024,0.3497,0.652954,17.808821575540467,-201.2254429496821,5764380730507869e-28,230.9185099753833,-24.676325253569008,204.36087149902937
-30167.85066376184,-79.68453148860044,-22957.201085981524,1.2844221190926683,0.5965715566792097,0.9164022898987894,0.7364878322434971,-0.7248311310254899,246,1.1875575399969382,0.3497,0.652954,33.600510515530665,-260.1504497397185,-5667169896692792e-28,-95.35264993703491,162.62288699180368,-144.92496245840385
-111722.44231195451,1151.3971730934693,-146623.84092365217,3.35562801195874,4.817965270690502,3.828187007288477,0.19601816363473465,0.1074537594163191,246,2.1665947416816684,0.3497,0.652954,-30.573170039365678,-234.38573220199362,17580770116782365e-27,-36.25865064777609,-200.1521895427825,-130.33298907431842
-45127.78860879947,-48753.53488524195,-49872.679145069545,0.8880500384094103,0.9553294677883306,0.9561641431736158,5.2264693008197245,-0.8645430936588206,246,1.4040770859987797,0.3497,0.652954,75.69804720180812,-287.6851148293366,2774650353713406e-27,-236.2135991097784,92.30924088733512,167.92309920773565
-23773.043969434962,62249.3459710195,-160697.03635932025,0.055171392597388805,7.3553234442029405,1.1910449874733327,7.650517578985748,0.5561768491042671,246,2.476420749042507,0.3497,0.652954,-70.20623414352079,-192.23500416471086,-22070230266132642e-26,70.40270623741335,191.6829076468932,34.09373795493139
-17583.692680516393,-120.11872954645332,-15053.242314463807,0.7139682671369093,0.37087664639269025,0.5474327779169895,0.26733285720126604,-0.2514240036925297,246,1.1725109501722648,0.3497,0.652954,-54.02644527742198,250.51820697875772,5889462001158704e-28,-90.15759438974942,184.59930332853608,-128.47136210015444
-28210.531492705504,189.17108912007845,-54301.78564210564,0.6436729657057202,2.14248957108658,1.2001013352645429,0.5845056625383886,-0.5704696887237977,246,1.322307998054994,0.3497,0.652954,-115.91424469757672,-202.8236872513538,-3926475702127726e-27,-192.15430808808452,-155.58394651016764,-91.31661290601606
-9889.46913358149,-9981.712676963996,-45137.01844179343,0.08116730494414526,2.0986841249787305,0.6168625525861182,3.6612573912379562,-2.567165849433148,246,1.864895074291866,0.3497,0.652954,-97.63824163957945,184.98107607240198,10570656966370379e-26,233.67731675909727,-80.9167772481649,-204.60266194726728
-49475.77396418517,-596.9291395458124,-91493.13460899916,1.4161430056440867,3.6929225601628635,2.1916644295723806,3.552679570661677,-3.2682558130629897,246,2.283617072151814,0.3497,0.652954,19.24104717406121,-212.18326767243335,39425944200566093e-29,-28.598070920763732,150.36572996046814,-182.71132720256463
-91292.64513941167,693.3199578131878,-156689.4421825442,2.314491839932877,6.244952080018638,3.8485332514030794,2.636499818338659,-2.4432332162466306,246,1.6465538242983084,0.3497,0.652954,31.177586983039593,211.5610667137027,-248692107362583e-27,42.96546287260696,160.57805020152523,-178.676668507722
-92248.01382878452,-767.7133826461057,-41642.43514407773,6.282174182452677,1.1684520050948262,2.7953407123864027,0.2479424791047573,-0.1735871110179339,246,1.0552736682929962,0.3497,0.652954,82.2455191339921,-231.84407385650414,0,-123.89723142066217,170.84714952930028,-40.080320866826824
-5928.656499257866,-2188.948003833351,-18641.718103576823,0.08105532966131357,0.44152336132857245,0.21620403855031578,0.8943764026344478,-0.5025926646789963,246,1.6946319431320758,0.3497,0.652954,-46.556767644190785,240.71708625530397,-5172562383141552e-26,163.22137261751192,-69.0828868280622,-346.759773186905
-67048.42454591223,-1523.4378972836166,-47966.60060485025,2.5878564292983883,1.013349101473663,1.5786837911133293,0.938811651369436,-0.7196476418683455,246,1.6377653982663865,0.3497,0.652954,-41.70679216823705,294.6833622608268,-5142756910712577e-27,-70.67045997889677,198.81208606982517,-155.1840098168986
-57695.75939141397,407.8142867301358,-39665.13028748148,1.988673382065428,0.8101074479527054,1.3562276467737877,0.338914872785947,0.1586729660852071,246,1.261895281617191,0.3497,0.652954,4.870539106233134,302.9515123136286,6382895652707444e-26,49.01761337292885,33.44032692048251,-236.98754776226392
-34789.73183905388,-61.25950043586592,-107583.36795784655,0.6328434179366874,5.633480237499617,1.9496332959271472,1.0120523807752173,-0.9611626482749913,246,1.5867330444390675,0.3497,0.652954,11.333949420766942,-188.23838059133527,37776732133620945e-29,48.88372694347908,-51.63074354700321,-322.04976213770516
-245280.0685475719,-4617.644543131433,-197007.1795047851,7.560257258004857,4.626730777678835,5.864786049544881,0.5448199880337007,-0.14287011968983543,246,1.8771673694384234,0.3497,0.652954,-69.40875471011289,265.92771586621285,-11229176443841812e-30,120.57106897546356,-169.23773472478283,-144.06175690282072
-28945.33666998784,5.125860524145537,-54047.10899191988,0.5388662386785812,1.8001482491704257,0.9996577357843666,0.11944856400250181,-0.11805204203195771,246,1.0268988026318837,0.3497,0.652954,46.72219005973605,240.02557128534426,5209191839099169e-26,195.91165963578183,103.00156493864255,227.5411518821616
-52286.779695545374,2370.607234023843,-19833.168188851436,3.660199713870997,0.4149584143456599,1.3066731467272774,0.818656174278408,-0.585126811942926,246,1.117618874419902,0.3497,0.652954,74.79770924368997,264.82320864772413,4965173439006732e-28,127.71632342288787,162.68277400683235,-65.8071498624889
-175962.70934497245,115.37399792765477,-263446.9381157729,3.727652740476705,8.404644939933073,5.736840510952201,7.238919557861109,-7.22516894227508,246,1.4440662405251632,0.3497,0.652954,73.24999356716039,216.2786456007062,-5836643853089739e-26,-102.94219296971055,-167.92062849571542,148.25525576423297
-24058.5692983236,-6.846212888032282,-44088.22162387898,0.5562542885438873,1.658286156505716,0.9847180474469707,0.24319460940131954,-0.23738636685086736,246,1.2926394110380166,0.3497,0.652954,7.698176544302931,-223.58195797642244,3389882613447996e-28,-20.535808049489166,142.17114907591576,229.16160763587527
-127495.06245019594,416.25182489615224,-94719.79073972702,4.88733761914914,2.5973671826323574,3.6294065550435,0.9990320113094691,-0.8591915950602775,246,1.2292710989404496,0.3497,0.652954,19.825965594258687,265.23988987972746,1816251818851822e-27,-72.58750207262062,-78.46208534368813,-201.88801847271085
-117808.67062143522,8769.567446136498,-66384.79707977704,5.134923669969309,1.5256534692701154,2.8856083558131695,0.5209598273170205,0.36200815036164613,246,1.2098460910914357,0.3497,0.652954,-68.55161802264689,-274.27275351790945,1824530125731005e-28,-196.98724304677577,-96.33338652124218,22.60761271003211
-43692.35979671017,656.1552563993594,-80867.19313462841,1.244534988994829,3.3750837408360197,2.0518401098169328,1.0744071345398318,-1.000173304270353,246,1.9891247166642914,0.3497,0.652954,79.11396318744556,199.07742933711302,-2854846821536308e-28,-113.75181563073549,-160.42183219632733,-127.94695121074705
-6553.137395241759,30842.97818049699,-45663.110695450036,0.09480778266230283,1.9467945269692746,0.3636982287038667,1.9967410545233062,1.4922287780300454,246,2.5337212007176295,0.3497,0.652954,91.49986122327265,191.93995159664914,23932662035438163e-27,124.55432232287212,139.8199076008221,-233.00632124931371
-225424.42126561495,3627.179561360521,-248058.50922006863,6.523331683159636,7.20709089248063,6.583757230333206,0.86054500481653,-0.3347447500209321,246,2.4371634981060026,0.3497,0.652954,40.72852359670338,244.10267103416444,5831213852448928e-28,-82.56626401636248,-145.81025580794397,181.8711871659954
-58704.266900428396,-354.9290785284029,-151489.86702548232,1.5567531837136166,8.623206974290056,3.710555609415212,0.9435646400412722,-0.83792881330052,246,2.409395046106791,0.3497,0.652954,34.58212159333503,-171.671503071966,-2411555648348832e-25,-59.128335502902445,114.58701089711697,-200.61027133148298
-8724.808084733555,1273.7572148613451,-81646.27510305976,0.1018581398208096,7.752793210617172,1.1199656014067108,2.533276548098642,-2.3847740901423142,246,2.4696469863405017,0.3497,0.652954,-114.15822416414093,-128.00991709735487,1640187661881918e-26,-222.81502970629194,-84.76718187470865,-172.41122189378132
-42612.400315837556,857.3234889168116,-36772.63167535018,1.6077597572074527,1.0198619878545547,1.3230461053876592,0.8768424389866222,-0.7767671285329341,246,1.2656728191696318,0.3497,0.652954,-65.99646619061556,-248.89779468535775,38196148877585155e-30,115.37828516809007,153.09357441687504,-149.53425903997532
-150858.0500817727,3680.451454300448,-143120.17458333878,4.831090456672139,3.9684598562003925,4.1816221708234265,0.8039046833666307,-0.48351602059998733,246,2.339357930491677,0.3497,0.652954,-48.04481146781766,-266.82954000748003,1456609764627564e-28,-200.3290918633993,-108.43856483340491,-93.98311267589938
-201309.55540332457,3189.310955972568,-270792.02278208506,5.706681997512091,9.06588591083776,6.8104032545431386,0.6620890066013553,0.023727004877440283,246,2.6658535537183403,0.3497,0.652954,-31.851360063706323,-224.64929696353803,-20567885609289297e-28,52.963003269284485,153.19102494873556,-178.06959691545288
-18596.87145709948,-7144.053135937788,-76940.75616244813,0.47206307965116556,4.86245885114289,1.468792191860121,0.9572214623216606,-0.0027085819172030234,246,2.8245442493956086,0.3497,0.652954,-102.51376546562953,148.26032497607446,6898851907100877e-28,-142.19385274820476,109.49404937130336,150.34061414427316
-2103.8103376005993,-30693.735746751026,-12221.405375104385,0.05448809731513158,0.34432699925300414,0.1842969163894006,1.9111141404101373,0.27630558842925373,246,1.7641347679926889,0.3497,0.652954,-203.18091441723556,138.6849523797597,-5850076949774159e-27,241.71205189841797,-116.56561828264981,52.58277892601255
-92589.96143533857,2950.096635331922,-88481.29506092962,2.561326980857127,1.7497916624604806,1.2520992454980706,7.795705446816523,-6.779890959535835,246,2.4379008645532436,0.3497,0.652954,-18.57634325975942,-293.82811539998823,-4583227937944317e-28,-35.1945283164439,-177.95957309742963,-189.22338147857783
-29851.79997687658,1183.7235555180996,-47788.578719915226,0.7826727026011848,1.711716676584828,1.201849739455061,0.068456124235238,0.06396846929444211,246,1.4636277194078344,0.3497,0.652954,78.77304409622556,216.47790894662842,-8267040620590829e-26,150.66490413139175,123.37222520920021,177.60655812950023
-36693.10404851791,7179.550934418966,-65612.43102282422,1.0577083785119201,2.395058542041011,1.460528808797429,4.495733965241627,-3.7233152546813972,246,2.509667829580113,0.3497,0.652954,72.02975388797734,221.1332512246401,-6943619798028525e-27,178.3226079977954,109.43848913149124,129.04099638553686
-119627.26439661613,-382.21027073397624,-145721.60813729736,3.569455848541254,4.727178000101253,4.073490954973442,0.5029472121815912,-0.2639034427084475,246,1.7643211866209623,0.3497,0.652954,12.629848897599144,-237.07230736227555,-4914084389348012e-26,14.140411782259562,-214.03827103274958,-109.45746133319439
-40093.97973644809,-12.485689218644705,-67054.89973190724,1.2043040686437867,2.2452515795066867,1.4471412051626842,0.18829680897671308,0.1836995917340855,246,2.2288214597327545,0.3497,0.652954,0.26986118806720644,-238.43068340119618,10264039201569072e-29,-0.3791130656006871,180.5560572888415,-168.2150499018238
-41382.204807335525,59583.61506925038,-39205.244935994764,1.4828711337081664,0.8869345019413486,1.0765738272131187,4.021997647894749,0.45584546850018803,246,1.9897701830327488,0.3497,0.652954,94.92971772653335,265.0494907193714,16376108228568461e-28,189.53679393205044,136.46073383956912,86.17248611862622
-45225.84541592221,1643.9235840275373,-119878.89053799848,0.885580136680615,5.578195036649388,2.310744422528845,0.2843429786682048,0.20284427767740754,246,1.8546399097207915,0.3497,0.652954,-30.989724742301757,-196.1161629571586,7679424522374273e-28,-89.65203844043053,-75.1041288233591,285.67936171318
-56388.97381078156,-1794.7119388967242,-131666.2764566478,1.5114137971571846,6.74456404145534,3.190899764274587,0.9051715350247216,-0.5710849813434515,246,2.294011296936134,0.3497,0.652954,-55.86692588613031,181.1169225453916,-6772718337303779e-27,-72.39688788433513,146.09829716434143,153.79682327707744
-109062.7174107036,-154.03666356413652,-205907.4596655976,2.6203393867456253,8.562067794891435,4.80023293693627,1.2118980161553015,-1.1819164556264794,246,1.6504998919232088,0.3497,0.652954,45.069107763874385,-201.11205682658994,-12629906840667195e-27,-69.29286100492934,143.0726701974147,192.71303805238153
-43666.06334831173,-2438.649285387231,-109758.47490782451,0.9239087876601731,5.196693589587065,2.285355932943064,2.3616432972826744,-2.1594024145758826,246,1.7919811993941008,0.3497,0.652954,-116.20364946920351,182.5413614369083,-10360674121090988e-29,-232.62339380209343,106.92405941291955,-110.60363443832517
-41469.10363878476,3993.5333169274722,-88826.2578203165,1.2457247085770362,3.7310491381402295,1.436314217806311,0.21740825353790003,0.13825918625770628,246,2.8257350093510754,0.3497,0.652954,70.51385415666913,241.4648345267492,-3152089733127483e-28,144.24179345510672,159.0177150931993,130.95145534624305
-23689.002099425303,-8627.26569160192,-57888.236804462074,0.5079235387528274,2.3788801643080206,1.1178736542287002,0.6690878830600387,0.2875087101334138,246,1.8069311242502148,0.3497,0.652954,-91.2738192965109,198.4105219251746,389172010551628e-25,125.19820558395004,-145.29127254164194,-183.67144869131712
-40855.41529723812,-2649.867790677354,-119661.2891018581,0.8287563214411651,6.166458185833594,2.2969737607791485,0.9164888121037125,-0.18449768720790857,246,1.962443536898724,0.3497,0.652954,37.597451718983365,-185.19077751008422,-17405574120208302e-27,53.13247713139241,-132.99512056819734,220.98004449331765
-38471.042423730076,122.67558561855456,-13989.867857912672,2.4234014786294744,0.2382639387279255,0.8745923439953868,0.6512235815756415,-0.48775172980401393,246,1.1139630677731889,0.3497,0.652954,-3.5300133591861873,-316.9541348224387,18612256057309307e-28,-129.7696402638927,-11.788653885564749,128.21148928268443
-22539.44086990325,257.88955850569243,-9140.660194215672,1.1354455226209237,0.03870901558797492,0.46327568093141164,3.5270418413639284,-3.4082555647696346,246,1.1729157824342096,0.3497,0.652954,10.683884123630008,296.9284891620208,-2662967162225247e-29,-199.95620161699088,-22.25387783509549,40.84325814267115
-169940.92972613353,44.5069657330135,-99819.86021707917,7.685164154954295,2.6055497602986213,4.5817770204894215,0.46343086722607585,-0.4516329729418893,246,1.153040608709264,0.3497,0.652954,6.935523594915576,272.85302472656514,-7852626616105447e-29,-102.57890878965907,-75.71290822397808,162.90220863873355
-124187.93707773015,-3196.4719665414254,-146865.0289292659,3.8750010135059654,4.754180470591163,4.152890539859663,0.5507507730354759,-0.22217609760558332,246,2.340396920695195,0.3497,0.652954,67.58704420420254,-231.90333340436507,-20555534295903593e-30,161.13277202920693,-116.14449806485817,-145.5479085224669
-62054.244821595166,51.863068533946716,-129761.8317386129,1.8035278689005874,6.330008865869864,3.3949472925550457,0.26218014829435804,-0.25213084644822964,246,2.623364126597414,0.3497,0.652954,-4.109682835708929,-191.11632551173875,-6235439511109587e-26,127.79421265679035,93.85091824070726,-187.89872077057296
-31096.962008580584,1650.5640758164936,-77813.12878715586,0.6554670212585633,3.4577322162521584,1.5380687202998222,0.33343549676077644,-0.07103705394172888,246,1.8268335976563603,0.3497,0.652954,-61.47469802105111,-198.13133237050155,-770107720873045e-26,93.19739169049244,137.8637466791407,-208.21189960897908
-38491.24515183085,0.05239731495993394,-17374.8944752339,2.7868692720488415,0.46564063477349255,1.201205690198784,0.4325432448085088,-0.42803415504310927,246,1.0411340394851045,0.3497,0.652954,-0.03175936142814842,-261.21137787927853,3430633327246769e-29,-0.2704695042978926,-124.08134733550756,150.06907216102184
-91349.89245512486,-2647.9240408457404,-132817.98940517427,2.7044594843149268,4.958372939208453,3.7076626916762834,0.37950759791804645,-0.15126244158333524,246,2.020498381995107,0.3497,0.652954,-89.439182004741,206.02973476141665,24089779811902353e-28,-175.4135593325304,130.7066316313535,-109.12664159647463
-122360.24445016969,-73.94697851619594,-156106.92950495193,3.6640995398660863,5.143001663771516,4.222395931100653,0.2890319752049992,-0.021748074279662532,246,2.094550710718874,0.3497,0.652954,-2.1577782048279897,234.59106589114893,3939933123146961e-28,2.8988866978615007,-181.53787401219233,-160.72699059200815
-10210.471846156091,-8.47136421250559,-14725.307403645695,0.27561801991306345,0.4276556107727772,0.3746203035106698,0.3795075887295365,-0.37776565568011705,246,1.1631215539460527,0.3497,0.652954,9.539215624770879,-239.36329923446002,7176697316466967e-29,-237.2597687813207,107.27726632434432,-71.56994269404713
-20497.20532354271,467.6508883547516,-64042.02496193515,0.46142760216436834,3.3197297021447096,1.2411809738047965,0.9765047640505927,-0.7809882590948352,246,2.044083361534529,0.3497,0.652954,-26.450165297600574,-182.8780374752165,10515221231532849e-27,34.19564228113814,144.01621224157125,188.00358574718598
-76519.15228357285,-86.98026239878214,-46135.777410238574,4.3282295010052065,1.4757558768000545,2.5824631015034107,0.1310760941743827,-0.1162991990900002,246,1.0079547045312958,0.3497,0.652954,39.988270494022736,-242.72811584754015,0,119.4472191364893,-108.66174687761674,-120.89552985777325
-170533.59072364643,-201.3236168379517,-256098.55468919553,4.044620552341719,8.609182910668782,5.974197228225048,0.08226269703081897,-0.056065524073951156,246,1.3790889461017015,0.3497,0.652954,-36.46503308342204,222.20608903548828,4095895464205106e-28,163.5166587139815,-88.82954451401135,198.64420302889243
-69181.60072679406,-75.97115442318825,-14591.220482244535,9.407724528863108,0.31031361122359563,1.8525825881388458,0.22986392789323062,-0.20986753166300165,246,1.04091682131232,0.3497,0.652954,8.554784379171318,-292.268221221595,-7778479403855016e-29,-53.79398393144406,154.41363693827657,90.93539695455021
-9394.326757567154,3226.7423318669503,-49569.69525689066,0.17952563383193842,3.4183046008873728,0.8227016148928267,0.9142626933508731,-0.6293466446606373,246,2.0906601882172424,0.3497,0.652954,-180.59229061080245,-130.12132648386986,26301578994780558e-27,228.04210512900303,104.19260016111961,-100.24866540143354
-27633.75507438087,-532.4999979407312,-25176.11494609036,0.8556097624347467,0.5754959373297014,0.7675169145685261,0.7102067181958969,-0.51747895841996,246,1.2915478993002831,0.3497,0.652954,17.99365117767042,-277.1830022459318,9116843273643841e-27,-137.1535405708889,41.0050950924327,216.44085806351313
-49238.090489709444,2247.1749428770113,-72783.12390006478,1.1789242037496424,2.464262990381776,1.729136083851378,1.4986210227572434,-1.2648275372255564,246,1.0526173443776632,0.3497,0.652954,80.57725431347414,232.4291420784014,0,-174.6054055970949,-111.24305313911364,193.3787500007645
-88130.52594211466,734.1995307814004,-209922.31111986615,1.8512954221984943,9.592676877931705,4.34012650414996,0.28788288331949896,0.12038631140301093,246,1.7886613782410181,0.3497,0.652954,-16.22878723852912,-191.94659151518303,1000535959255612e-27,-42.47087215042648,-79.87675091607065,277.67319185253643
-64443.419715169366,272.81343071566084,-14020.30652583111,6.6609851983063,0.23624696224241007,1.4303622006985721,0.22349386807139648,0.012589808363214602,246,1.0608535641129753,0.3497,0.652954,5.475554066922286,323.84375737099606,5580085737291476e-29,-132.27981589740494,-17.637672588661136,50.30353622824292
-59421.41442486313,-145.90637832219315,-50082.273861115944,2.100514786827461,1.3365003515975886,1.7646825040617562,0.9125540077925471,-0.7245177013759694,246,1.290602399248104,0.3497,0.652954,-4.641132614293057,267.75054839444283,-3453894441741537e-26,85.14712779412991,-18.30616770560413,-225.3412674515874
-20883.972702887055,57017.62256080828,-98943.88437392177,0.4406332517305508,6.406703217741372,1.651512274996221,5.761992221846858,0.20713792529793285,246,2.8177833765645706,0.3497,0.652954,-124.49724505428988,-145.15567978893608,-20594740681985444e-28,-136.08410612264572,-132.327537403329,101.25081604341375
-61648.394978969416,-2131.1220965867997,-112420.04682083204,1.740987303030729,4.831472239091571,2.9009063844505594,0.3607904700831232,-0.08724953907392376,246,2.103055064379921,0.3497,0.652954,-78.13304525796474,195.21171604379813,-4916476395883501e-25,-111.03548780479599,141.05376913410524,158.0955686766164
-31797.828182249472,-35.018925027921796,-88043.48784443284,0.6386212676037997,4.458073754726601,1.7322428134645216,0.01895118472901631,-0.00858189565328571,246,1.6188314477031078,0.3497,0.652954,-21.703039697033184,190.98865392511883,-12419941255313412e-29,63.565768415574105,-121.48881792182488,-237.9385357227249
-49653.622769441194,267.86627868530667,-31650.64595239068,2.0872109618808574,0.7254274533390658,1.3007387588118162,0.630682720407404,-0.42273936582675065,246,1.2139051373786118,0.3497,0.652954,8.254043256464964,284.6668217416997,17393970421901262e-26,-34.27572339654158,-76.11575460356941,-210.7273066493072
-4308.085230800261,-111.69285052212152,-9292.878849148095,0.0917025001954384,0.24650952960526568,0.1680468915482491,0.017121595843710313,-0.008660409546014386,246,1.1693916639803001,0.3497,0.652954,129.39634072537118,-209.21899294013355,0,-172.4493467926349,177.20833963746864,97.76388533175944
-90999.93172476758,-34.61744093861125,-145461.18699289722,2.152480131282608,5.2636405767800865,3.4161732044743247,2.932769987468229,-2.919211681886305,246,1.2990234582997717,0.3497,0.652954,19.844946507342296,-225.6290378904841,6552399885565438e-29,39.92178391800241,-135.90141718754938,225.43597435269936
-26825.99423023335,26.754508937165625,-118207.39624438311,0.5832890243228994,9.167876814252407,2.4393122689900673,2.518626999041461,-2.489420007721214,246,2.421406403819352,0.3497,0.652954,-5.118758897640805,-148.4216681980596,-10545441118200313e-28,19.1460981128291,103.95002017290435,219.40989285708292
-82171.33611164968,2719.422819172418,-63190.146494439156,2.7039046105786353,1.4803811364602404,2.0683517743242086,0.6123974169165444,0.19766335638818422,246,1.2856262346953207,0.3497,0.652954,22.494936259347973,285.63225103427754,-7291821384761668e-25,152.53165861062433,42.8569228320114,-191.72455991680468
