m112,m122,m222,lam1,lam2,lam3,lam4,lam5,mu,yt,gp,g,nvev1,nvev2,nvev3,cbvev1,cbvev2,cbvev3
-11465.286616519408,-3644.942430063809,-125914.62346760508,0.19272915781890296,9.224966402044048,0.6939481210177372,1.9947159674971393,0.6336864352465931,246,3.761284474679785,0.3497,0.652954,13.466601440616198,-187.3588433826989,-12504712441862604e-27,15.78546619203673,-161.9193590943341,-182.78584721611313
-61464.73014383909,4917.863406322606,-144157.8158856249,1.8496103561282662,7.04671272168427,1.494923039173685,1.7595414142734949,-0.2192985689631266,246,3.388274304499125,0.3497,0.652954,-16.29476838662617,-297.5334742702502,-2857545208548209e-28,-28.41526248520672,-204.53524654004707,-181.8133059427591
-36138.99011110211,2416.9646005664426,-55160.05470252481,0.8254218209014189,1.8296136549345308,1.2555450971614086,1.7534918039521654,-0.9966343940684814,246,0.9999735869705105,0.3497,0.652954,-25.589798992521686,-244.6654086452001,-326914856407305e-25,-217.86783259840223,-29.39451078201078,205.8880457773838
-47738.186668153125,-26308.60009996375,-3917.981512734459,9.81894704677013,0.021247061980699956,1.0511656429442289,5.3111055506410025,-0.25166144631790655,246,1.0114486437170676,0.3497,0.652954,-100.27658190087666,100.05447341598487,-7462683742243755e-26,83.92667359515687,-119.15713388203085,51.65258919300307
-88261.08416323284,-37.63239254885682,-32399.793073486773,8.532991519940063,1.0777814555588918,3.164022428786592,1.4166278400094825,-1.403046046115186,246,0.9976021203888051,0.3497,0.652954,19.232774475693965,-245.24701911739336,0,-130.7819664865019,46.68119067355536,-54.22712444930549
-29111.08010579278,-10066.444646379745,-112150.38128381412,0.775359327053123,5.586446864037947,0.8259873863863282,0.41354142483211187,0.30091308760718516,246,3.2050753126530953,0.3497,0.652954,101.00831704238867,-250.68801352312167,-7889652285067782e-29,125.29163288138514,-215.32291348550567,-104.79718101888447
-74415.61071390157,-0.9255454747486399,-23875.529903934854,8.851531255505094,0.7919776938571974,2.7436448738491093,0.6940210586221989,-0.6924806518760083,246,0.994598816311438,0.3497,0.652954,2.4729004655385007,-245.98757034307147,0,45.133669412070915,-179.03875258045488,-79.75018310837855
-11465.286616519408,-101.95590741233356,-125485.5941044351,0.19272915781890296,9.195662551225531,0.6785211726373199,1.2908546372878635,-1.2126378099066843,246,3.761284474679785,0.3497,0.652954,12.335684099286963,-187.43669983721358,0,15.735914332182114,-161.4033135553211,-181.20160247711254
-10891.511958394392,-8.458738480034471,-125485.5941044351,0.17419018785923834,9.20216857975489,0.6597047279773408,1.9413954560165345,-1.9339692337132237,246,3.761284474679785,0.3497,0.652954,5.813040639866563,-187.75221465160502,0,15.820054940974467,-160.89228364076084,-181.32558740669282
-10891.511958394392,-8.458738480034471,-125920.66628283344,0.17419018785923834,9.216247318812494,0.6538553695727748,1.651904071141213,-1.644532300664715,246,3.761284474679785,0.3497,0.652954,6.530323578010284,-187.72863506143537,0,15.789118246783017,-161.95656024916025,-181.50350656945074
-10891.511958394392,-8.458738480034471,-125739.00697003829,0.17141896113211896,9.216247318812494,0.6595186102925336,2.2849244030349567,-2.277465118153118,246,3.761284474679785,0.3497,0.652954,7.3445698767865855,-187.6985424594131,0,15.832526854609076,-160.52057552367143,-179.73285844235397
-10891.511958394392,-7.5478032937340975,-125834.39266293342,0.17295398974988543,9.216247318812494,0.6595186102925336,1.93961643429043,-1.932943287681471,246,3.761284474679785,0.3497,0.652954,5.468414725670429,-187.7625681238174,0,15.900418663805025,-161.63937615976647,-179.54918446043249
-11478.025406024119,-584.2392364978275,-126176.46600651299,0.17918831005320418,9.214795498711817,0.6727799797033283,0.8259028033105107,-0.3905766804370109,246,3.761284474679785,0.3497,0.652954,13.010575363280582,-187.39106295866807,0,15.836092447538125,-161.89429650465905,-183.77672778803066
-11465.286616519408,-109.96350362042047,-130559.97400636153,0.16592356225098287,9.413728723905246,0.6939481210177372,2.0911269394569603,-2.0070818117228963,246,3.761284474679785,0.3497,0.652954,11.955739385249244,-187.4613182601016,0,15.667634685599062,-162.42280492969252,-181.79592729456775
-12559.377315599497,-125.4013954755673,-131828.99891517792,0.19192168058254644,9.441521311560356,0.7189188597291538,0.6297650114663551,-0.5346760611575292,246,3.761284474679785,0.3497,0.652954,12.539022601783408,-187.4232068348396,0,15.611472478435314,-163.36728306450308,-182.64841446046094
-12812.606349122816,-13.8783085509244,-127279.8376325705,0.2193940680468385,9.252138818110797,0.7329170639062391,0.5392922228200382,-0.5270516184964864,246,3.761284474679785,0.3497,0.652954,7.303551226139054,-187.7001430141977,0,15.080729349308635,-158.5321405132363,-186.30129536956338
-12910.711658362683,-2.827170242962102,-128352.23874552922,0.2193940680468385,9.294684524081093,0.7329170639062391,0.5392922228200382,-0.5360479417402945,246,3.761284474679785,0.3497,0.652954,4.975166687740183,-187.7762851493561,0,15.198123656270226,-159.5443031093204,-185.8689020283835
-12597.247255035387,-12.605009979195355,-128344.55854319068,0.20637455866993712,9.295141632910644,0.7216910067428387,0.5391667885959539,-0.5281462998784288,246,3.761284474679785,0.3497,0.652954,6.669810101485015,-187.72373100189873,0,15.20559521956661,-159.69670556383502,-186.86555332260374
-12597.247255035387,-22.333503773842807,-128951.22213853597,0.20392341820923784,9.320767287886685,0.7216910067428387,0.5468732795317354,-0.5281462998784288,246,3.761284474679785,0.3497,0.652954,8.51600573031672,-187.6490426153683,0,15.117636107158585,-160.63511551436457,-185.22579479740403
-12100.409676837673,-22.333503773842807,-128953.02272385145,0.1890753752003313,9.320767287886685,0.6946601541286198,0.5466191107624396,-0.5281462998784288,246,3.761284474679785,0.3497,0.652954,8.513410757453213,-187.6491603640634,0,15.156839958045337,-162.1621233804046,-183.58730285030484
-12215.921026813729,-5.73350940503786,-130529.77007304254,0.1890753752003313,9.383369528377496,0.6946601541286198,0.5336100723065713,-0.5281462998784288,246,3.761284474679785,0.3497,0.652954,6.8412812144794515,-187.71756023187473,0,15.023173338806423,-163.57917184885184,-181.89802775484418
-28725.008772324654,0.05562720003233397,-75403.36537860656,0.7611730297047771,5.142608297098243,2.0087526873387347,0.6104347145767025,-0.6093438721514222,246,1.1145476493044943,0.3497,0.652954,267.0774493830637,55.647720644651564,13098665709135619e-24,66.34532328592711,55.63293492299259,258.72078444205306
-20709.495693144934,0.30319888616081875,-77227.51626161276,0.48980654405809354,6.8423266305058625,1.8595506504262205,0.07585710111979425,-0.0747118272757486,246,1.1145476493044943,0.3497,0.652954,-251.00363513308457,-81.80031916340538,-30057162030742394e-25,115.96601673669834,81.10465613367342,223.61143700422764
147.23082557815061,0.41026708718505717,-8458.933698155759,0.012592671749231366,4.457065450198139,-0.13406646992319168,0.07585710111979425,-0.0747118272757486,246,1.1145476493044943,0.3497,0.652954,251.06037210805155,81.62601682200916,6360183627299936e-25,-115.33187527642485,-81.72436859545942,-223.96053343611698
-9780.508722508579,-121.60368787945117,-125914.62346760508,0.14052308798899737,9.22369764185005,0.5958459176698014,1.9947159674971393,-1.9020173620368206,246,3.761284474679785,0.3497,0.652954,12.818083242225324,-187.4043283653248,0,15.655502188712983,-162.93908752944637,-183.40624369834353
-9780.508722508579,-121.60368787945117,-125123.40432047186,0.14301921998519757,9.186617910353204,0.5958459176698014,1.667199080314051,-1.5749106143097304,246,3.761284474679785,0.3497,0.652954,12.256614116422075,-187.44188688354646,0,15.70946763268111,-162.9361486304435,-184.46230494436602
-9299.825632806405,-27.62964032816553,-125603.3316854454,0.12587139876314143,9.186617910353204,0.5429062376528813,0.6460446758728309,-0.6249434426938545,246,3.761284474679785,0.3497,0.652954,10.177937926498446,-187.56624197234277,0,15.88982567374269,-165.64233950163526,-185.27279321957351
-9299.825632806405,-31.389429804686348,-125944.4617568001,0.12587139876314143,9.201945094830986,0.5429062376528813,0.6917768917405511,-0.6680263755647995,246,3.761284474679785,0.3497,0.652954,11.037101558290425,-187.5176470022357,0,15.930332865490168,-165.78635368760575,-185.5602920918458
-9290.022713465212,-31.087218490104085,-123562.12860033322,0.13370174299130955,9.104256798028699,0.5429062376528813,0.6917768917405511,-0.6680263755647995,246,3.761284474679785,0.3497,0.652954,10.983414711210168,-187.52079924462953,0,15.947472067271045,-164.48788657726405,-184.8916444032572
-9463.450810296601,-31.087218490104085,-123796.331144811,0.135489480682248,9.11078535383363,0.5505972157169012,0.545292538419153,-0.5217133024657301,246,3.761284474679785,0.3497,0.652954,10.177834403620352,-187.56624758979308,0,16.032671069157043,-164.8683461603687,-182.03742892545347
