m112,m122,m222,lam1,lam2,lam3,lam4,lam5,mu,yt,gp,g,nvev1,nvev2,nvev3,cbvev1,cbvev2,cbvev3
-121608.49438350607,-16967.65538884047,-22559.250119631397,6.696750745542365,0.10653223477141438,1.3223550630597183,4.442378780595125,-0.8583238707313808,246,1.0964563726002965,0.3497,0.652954,-21.658348464313963,406.35456515650515,-2692839811372897e-29,163.8651155893494,-53.452744392391864,87.98244785357768
-80356.75561656954,-329.8887794377352,-21631.52532240886,6.266256348911792,0.3631277513631992,1.6482997670965147,0.6398461201726104,-0.35898892858744874,246,1.1020006601465404,0.3497,0.652954,-5.432272677512298,334.38627705006013,-9039069554725362e-30,23.376591939248208,-99.8061226455604,151.73094673633736
-153577.38917051948,-1799.629218738317,-63397.9478611291,6.90144805314676,1.0783398971262836,2.883093356240379,0.5600067015484789,0.4831072122636799,246,1.1789353332839365,0.3497,0.652954,8.46803953480591,-340.3501415776084,-8532434044702719e-27,-26.41761545226948,121.72720422903711,187.44039797418702
-42244.943308773705,2631.314251619128,-14669.074952247794,2.117508787777005,0.149906863246632,0.6933542818927751,0.9544577320614819,-0.639842926308853,246,1.1525105940379157,0.3497,0.652954,24.869407048079918,418.6263142644172,593056247701407e-28,105.43618708040184,160.3729149819384,-148.99819869395867
-130495.24459426387,469.15063010033185,-77374.07769444486,4.783579942835156,1.3434968463181578,2.65696442940656,0.14806441621018784,-0.10264909113453502,246,1.8373887260488526,0.3497,0.652954,-3.8875973143592284,-362.0394079297927,42082660048598705e-27,-146.05726454502246,-141.60127676911648,142.47154741112348
-55353.634117773014,11.21598432262918,-137352.95349652745,0.9817287410271305,5.856559293909842,2.4955127316214627,2.9002683798687405,-2.8984901770291494,246,1.3658785948945746,0.3497,0.652954,7.8039105462088205,208.39914615844748,27679033553230497e-27,-187.5940863470907,-159.8580985113885,95.86077153161591
-120287.44312722968,2654.6888847384926,-55183.43473005416,5.289524438494306,0.907570033964629,2.450369136190569,0.5609037494401496,0.2616876260690806,246,1.2418925767564306,0.3497,0.652954,12.599665417898724,345.8084312678939,14955852604888155e-29,-205.5477104086999,-29.83274356156602,-36.44808088679824
-264506.5330024673,-1692.1346747846965,-190785.28419662348,7.9496010256043075,3.9857686658637164,5.15167273184797,0.20119219254925902,-0.08056783449489191,246,2.5899224882218683,0.3497,0.652954,-3.6576035885291844,387.4973149207187,-26622792272566507e-32,-170.61672293492842,148.24742162344938,-122.40026075888328
-65333.736435019324,4654.336412287908,-50942.45088325561,1.8452353115648994,0.7062304382031157,1.4286124015028656,0.5212042272428348,0.2071600860259207,246,1.3927688675669796,0.3497,0.652954,-19.75193528184687,-379.15871261907495,16848749007747238e-26,235.4140205413438,53.52077533491121,-120.11601318894017
-29415.176446589405,-226.04178015363917,-20607.643462623553,1.1722197133974066,0.40280224928620745,0.8018453928830914,0.7880804111124129,-0.675548839117262,246,1.2818466447222137,0.3497,0.652954,-7.108380303953487,297.3128046948862,7993393379819136e-27,-71.85664929683466,57.200852899800964,-212.0983601179483
-55193.29382528747,-289.35981284211795,-36326.183020249264,2.534651349538807,0.9419810259946347,1.5950148320347008,0.0850211915695114,-0.06216863790324423,246,1.1844422164535204,0.3497,0.652954,-65.16739994983209,255.25424919460275,-5759847206363213e-25,-144.29327956037224,190.80834455911088,-30.664334456694547
